ent_id,ent_type,registered_fund,employee_cnt,anche_year,assgro,liagro,vendinc,maibusinc,progro,netinc,ratgro,totequ,pat_cnt,mark_cnt,soft_cnt,works_cnt,ass_lia_rat,ROA,IP,loss_cnt,Label
70710809,有限责任公司（自然人投资或控股）,500,3,2020,22.9463,26.3184,41.4412,41.4412,-3.37206,-3.37206,0,-3.37206,0,0,0,0,1.146956104,-0.000331731,0,1,0
15117597,有限责任公司（自然人投资或控股）,1000,0,2019,300,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0
67687863,有限责任公司（自然人投资或控股）,100,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14835154,有限责任公司（自然人投资或控股）,100,23,2019,175.23,10.02,89.69,89.69,2.52,2.52,1.25,165.21,0,0,0,0,0.057181993,0.000247909,0,0,0
15029091,有限责任公司（自然人投资或控股）,1000,6,2017,1337.3,1121.73,1523.14,1523.14,107.5,97.9,48.62,215.57,0,0,0,0,0.838802019,0.009631057,0,0,0
58307344,有限责任公司（自然人独资�?0,1000,2020,10,0,10,10,10,1.2,1.2,10,0,0,0,0,0,0.000118052,0,0,,0
47241582,有限责任公司（自然人独资�?0,1188,2018,74.1846,73.0757,66.584,66.584,1.39608,1.1089,4.2809,1.1089,0,0,0,0,0.985052127,0.00010909,0,1,,0
14230286,个人独资企业,10,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56112708,有限责任公司（自然人独资�?0,100,2019,5,0,5,5,3,2.5,0.5,3,0,0,0,0,0,0.000245941,0,0,,0
54576920,有限责任公司分公�?0,0,2019,,,1,,,0.2,0,,0,0,0,0,,0.0000197,0,0,,0
13193933,有限责任公司（自然人独资�?2,100,2019,106.047,2.03538,87.8669,87.8669,4.49661,4.43323,0.236913,104.012,0,0,0,0,0.019193187,0.000436126,0,2,,0
14639863,有限责任公司（自然人投资或控股）,100,0,2018,71,4,0,0,-4.7,-4.7,0.1,67,0,5,0,0,0.056338028,-0.000462369,5,2,0
15459125,有限责任公司（非自然人投资或控股的法人独资）,5000,0,2019,856.06,405.5,291.67,291.67,43.74,43.74,16.91,450.56,0,0,0,0,0.473681753,0.004302987,0,1,0
13241269,有限责任公司（自然人独资�?3,100,2020,10,0,17.03,17.03,1.53,0.49,0.08,10,0,0,0,0,0,0.0000482,0,0,,0
62425138,有限责任公司（非自然人投资或控股的法人独资）,2008,0,2018,60,20,15,15,3,3,1.5,40,0,0,0,0,0.333333333,0.000295129,0,0,0
15641877,有限责任公司（自然人独资�?6,1200,2020,135.24,8.9,19.61,19.61,-0.54,-0.54,0.22,126.34,0,0,0,0,0.065808927,-0.0000531,0,1,,0
49213247,有限责任公司（自然人独资�?0,200,2018,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
67970060,有限责任公司（法人独资）,100,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14817309,有限责任公司（自然人投资或控股）,100,12,2020,585.85,425.75,130.46,130.46,13.2,13.04,12.64,160.11,0,0,0,0,0.726721887,0.001282829,0,0,0
69646373,个人独资企业,100,0,2019,2,1.8,2,2,0.2,0,0,0.2,0,0,0,0,0.899999976,0,0,0,0
52567691,有限责任公司（自然人独资�?0,100,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0
14042226,有限责任公司（自然人投资或控股）,50,8,2017,32.716,0.298488,10.5174,10.5174,-3.35921,-3.35921,1.38363,32.4176,0,0,0,0,0.009123609,-0.000330467,0,4,0
13103532,有限责任公司（自然人独资�?3,1000,2018,1000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,,0
56632171,有限责任公司（自然人独资�?0,2000,2019,3966.42,3425.24,9717.89,9717.89,-48.82,-48.82,147.79,541.18,0,0,0,0,0.863559597,-0.00480274,0,1,,0
47150003,有限责任公司（自然人独资�?0,1000,2020,1032,32,41,41,-10,-10,0,1000,0,0,0,0,0.031007752,-0.000983765,0,1,,0
14837024,有限责任公司（自然人投资或控股）,1000,11,2017,299.48,258.07,182.28,182.28,4.14,4.14,6.5,41.41,0,0,0,0,0.861726986,0.000407279,0,2,0
14230025,有限责任公司（自然人投资或控股）,500,4,2019,310,25.6,3.2,3.2,-534,-534,0,285,0,4,0,0,0.082580646,-0.05253304,4,3,0
14185599,有限责任公司,36000,0,2017,73295,39966,12643,12643,-143,-38,815,33329,0,0,0,0,0.54527594,-0.003738306,0,2,0
49861279,有限责任公司（自然人投资或控股）,1000,0,2018,82.03,23.17,0.93,0.93,-0.97,0.97,0,49.03,0,0,0,0,0.282457643,0.0000954,0,1,0
15124240,有限责任公司（自然人独资�?4,120,2020,116.99,5.66,0,0,0,0,0,111.33,0,0,0,0,0.048380203,0,0,1,,0
74064307,有限责任公司（自然人投资或控股）,100,0,2020,7.81,10.24,4.48,4.48,-2.43,-2.43,0.01,-2.43,0,0,0,0,1.311139545,-0.000239055,0,1,0
15569291,有限责任公司（自然人投资或控股）,100,7,2018,0.73,0.75,0.48,0.48,0.25,0.25,0.05,-0.02,0,0,0,0,1.027397233,0.0000246,0,1,0
51819194,有限责任公司（自然人独资�?0,4188,2020,549.556,548.457,902.804,902.804,52.1405,52.0827,45.551,1.09818,0,0,0,0,0.998000095,0.005123713,0,0,,0
43720687,有限责任公司（自然人独资�?2,100,2017,153.56,53.58,576.71,576.61,-1.16,-1.5,9.92,99.98,0,0,0,0,0.348919007,-0.000147565,0,1,,0
57716223,有限责任公司（自然人投资或控股）,100,0,2020,46.61,71.93,0,0,-10.44,-10.44,-10.44,-25.32,0,0,0,0,1.543231053,-0.00102705,0,2,0
43721214,有限责任公司（自然人独资�?11,100,2019,41.08,7.08,125.81,125.81,34.13,32.42,5.47,33.998,0,0,0,0,0.172346631,0.003189365,0,1,,0
12827247,有限责任公司（自然人独资�?9,6000,2017,406.11,320.13,1345.2,1345.2,69,58,52,85.98,0,0,0,0,0.788284003,0.005705836,0,0,,0
15100595,有限责任公司分公�?0,0,2018,,,47,,,0.1,4.54,,0,0,0,0,,0.00000984,0,0,,0
15039967,有限责任公司（自然人独资�?3,100,2018,0.58,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,,0
60299034,有限责任公司分公�?0,0,2019,,,7.77,,,-0.95,0.003,,0,0,0,0,,-0.0000935,0,1,,0
14720875,有限责任公司（自然人独资�?3,500,2019,0.45,0.81,0.43,0.43,-0.36,-0.36,0,-0.36,0,0,0,1,1.800000053,-0.0000354,1,2,,0
50399390,有限责任公司（自然人投资或控股）,200,0,2017,29.1,37.72,15.34,15.34,-8.62,-8.62,0,-8.62,0,0,0,0,1.296219956,-0.000848005,0,3,0
15142072,有限责任公司分公�?0,0,2020,,,,1599.54,,47.99,120.48,,0,0,0,0,,0.004721087,0,0,,0
58475581,有限责任公司（自然人投资或控股）,100,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51024599,有限责任公司（自然人独资�?0,1000,2019,2044.22,1999.8,1138.84,1138.84,30.73,29.19,22.15,44.42,0,0,0,0,0.978270478,0.002871609,0,0,,0
55040211,有限责任公司（自然人独资�?0,1000,2019,13.52,111.31,5.88,5.88,-43.11,-43.11,0.01,-97.79,0,0,0,0,8.232987706,-0.00424101,0,2,,0
14212053,有限责任公司分公�?0,0,2018,,,0,,,0,0,,0,0,0,0,,0,0,0,,0
15001740,有限责任公司（自然人独资�?6,200,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0
13457531,有限责任公司（法人独资）,100,3,2018,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
12901518,有限责任公司（自然人独资�?3,2008,2018,77.1154,67.0476,463.193,463.193,35.4535,31.8195,22.8768,10.0677,0,0,0,0,0.869444986,0.00313029,0,0,,0
54109855,有限责任公司（自然人投资或控股）,500,0,2018,111.239,111.278,74.3711,74.3711,-0.0394,-0.0394,-0.048,-0.0394,0,0,0,0,1.00035061,-0.00000388,0,2,0
65936787,有限责任公司（自然人独资�?0,500,2020,21.23,7.93,34.37,34.37,23.47,23.47,0.08,13.3,0,0,0,0,0.373528026,0.002308896,0,1,,0
15099512,有限责任公司（法人独资）,15000,0,2019,18209,5930,2012,2012,1191,893,424,12279,0,0,0,0,0.325663134,0.087850196,0,0,0
43725425,有限责任公司（自然人独资�?6,100,2020,772.24,757.4,237.02,237.02,-10.75,-10.75,3.01,14.84,0,0,0,0,0.98078322,-0.001057547,0,1,,0
13341638,有限责任公司（自然人独资�?2,200,2019,53.08,50.65,152.41,152.41,-0.24,-0.26,0.02,2.43,0,0,0,0,0.954220041,-0.0000256,0,1,,0
54766770,有限责任公司（法人独资）,100,0,2018,31.544,18.42,59.91,59.91,-6.87,-6.87,0,13.13,0,0,0,0,0.583946225,-0.000675846,0,3,0
15587856,有限责任公司（自然人投资或控股）,3280,10,2020,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
72621187,有限责任公司,500,0,2020,26,-32,11,11,-40,-40,4.3,59,0,0,0,0,-1.230769231,-0.003935059,0,1,0
13278968,有限责任公司分公�?0,0,2018,,,0,,,0,0,,0,0,0,0,,0,0,0,,0
14189724,有限责任公司（国有独资）,100000,0,2020,285598,186304,0,0,-575.93,-575.93,0,99293.8,0,0,0,0,0.652329498,-0.056657965,0,2,0
15450602,有限责任公司（自然人投资或控股）,208,12,2019,223,12,43,43,3.3,1.2,4.4,211,0,0,0,0,0.053811659,0.000118052,0,0,0
66190508,有限责任公司（自然人独资�?0,100,2020,4.71532,7.8183,6,5.94059,-2.39,-2.39,0,-3.10298,0,0,0,0,1.658063416,-0.00023512,0,2,,0
69670155,有限责任公司,1000,0,2020,509.35,7.51,36.51,36.51,-98.31,-98.31,0,501.84,0,0,0,0,0.014744282,-0.009671391,0,1,0
43719042,有限责任公司,100,0,2017,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
14689217,个人独资企业,34.8,6,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
13274536,有限责任公司（自然人投资或控股）,168,4,2019,48.8066,48.8066,99.9951,98.837,52.6696,52.1696,3.89951,57.0957,0,0,0,0,1,0.005132262,0,1,0
15088798,有限责任公司（自然人投资或控股）,50,2,2020,6.77,-38.75,2.68,2.68,0.29,0.29,0,45.53,0,0,0,0,-5.723781405,0.0000285,0,0,0
13241060,有限责任公司,50,0,2017,50.64,23.61,23.13,23.13,-10.98,-11.03,0.19,27.03,0,0,0,0,0.466232245,-0.001085093,0,2,0
15217231,有限责任公司（自然人独资�?1,600,2019,0.83,-0.048,1.47,1.47,0.29,0.27,0.021,0.88,0,0,0,0,-0.057831327,0.0000266,0,0,,0
50963140,有限责任公司,1000,0,2020,277.44,0,0,0,-2.34,-2.34,0,277.44,0,0,0,0,0,-0.000230201,0,2,0
14580230,有限责任公司（自然人独资�?6,200,2018,70.95,22.28,486.64,486.64,17.04,15.63,13.15,48.67,1,0,0,0,0.314023984,0.001537624,1,1,,0
14157772,有限责任公司（港澳台法人独资�?0,1750,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
71588977,有限责任公司（自然人独资�?0,1000,2020,7.94072,7.63005,5.93767,5.66733,0.327019,0.310668,0.056673,0.310668,0,0,0,0,0.960876357,0.0000306,0,0,,0
55687130,有限责任公司（自然人独资�?0,10,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
15104802,有限责任公司（自然人投资或控股）,100,0,2019,92.8,0,51.9,51.9,-3.6,-3.6,0.5,92.8,0,0,0,0,0,-0.000354155,0,2,0
63325301,有限责任公司分公�?0,0,2019,,,246,,,1,2,,0,0,0,0,,0.0000984,0,0,,0
14782578,有限责任公司（自然人投资或控股）,100,8,2019,14.78,5.21,20.28,20.28,-1.08,-1.08,0.01,14.78,0,0,0,0,0.352503392,-0.000106247,0,4,0
52800310,有限责任公司（自然人独资�?0,1000,2019,28,8,0,0,0,0,0,20,0,0,0,0,0.285714286,0,0,0,,0
14601774,有限责任公司（自然人独资�?0,50,2020,2.8053,3.6022,6.615,6.615,-0.7969,-0.7969,0.0022,-0.7969,0,0,0,0,1.284069452,-0.0000784,0,1,,0
14995779,有限责任公司（自然人独资�?1,160,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
64202791,有限责任公司（法人独资）,1000,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14196401,有限责任公司（自然人投资或控股）,2500,5,2020,5178.48,3383.89,7391.67,7391.67,197.75,197.52,275.57,1794.59,0,0,0,0,0.653452346,0.019431323,0,1,0
75355862,有限责任公司（自然人独资�?0,100,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
14522708,个人独资企业,50,2,2017,45,18,32,32,0,0,0,27,0,0,0,0,0.4,0,0,0,0
58606670,有限责任公司（自然人独资�?0,1000,2019,11.389,12.4756,11.5879,11.5879,-1.08658,-1.08658,0.001887,-1.08658,0,0,0,0,1.095407877,-0.000106894,0,3,,0
15315687,有限责任公司（自然人独资�?3,100,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
13559190,有限责任公司（自然人独资�?0,100,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
15487462,有限责任公司（自然人投资或控股）,5000.66,22,2018,3228.48,1343.79,5411.35,5411.35,308.708,286.286,82.7597,1884.7,4,0,0,0,0.416229943,0.02816381,4,0,0
67793137,有限责任公司（非自然人投资或控股的法人独资）,800,0,2020,214.7,16.46,140.67,140.25,-601.76,-601.76,4,198.24,0,0,0,0,0.076665111,-0.059199031,0,1,0
49863256,有限责任公司（自然人独资�?0,108,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
46225784,有限责任公司（自然人投资或控股）,200,0,2020,6.85878,67.0965,41.9337,41.9337,13.1738,13.1738,0.001894,-60.2377,0,0,0,0,9.782570295,0.001295992,0,0,0
76654816,有限责任公司（自然人投资或控股）,100,0,2020,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
15161576,有限合伙企业,1981,80,2019,1981,0,396.2,396.2,395.6,395.6,79.16,1981,0,0,0,0,0,0.038917736,0,0,0
51912853,有限责任公司（自然人投资或控股）,500,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73923397,有限责任公司（自然人独资�?0,100,2020,286.5,269.6,354.5,354.5,16.9,16.9,1.5,16.9,0,0,0,0,0.941012238,0.001662562,0,0,,0
14812867,有限责任公司（自然人投资或控股）,100,9,2017,100,20,50,48,2,1,0.5,80,0,0,0,0,0.2,0.0000984,0,0,0
67913046,有限责任公司（自然人投资或控股）,100,0,2019,500,0,500,100,80,60,4,50,0,0,0,0,0,0.005902589,0,0,0
66352475,有限责任公司（自然人独资�?0,15,2020,26.4,27.7,24.1,24.1,-0.9,-0.9,0,-1.3,0,0,0,0,1.049242468,-0.0000885,0,2,,0
46633092,有限责任公司（自然人独资�?0,100,2018,8.96,10.618,8.96,8.96,-1.658,-1.658,0,-1.658,0,0,0,0,1.185044641,-0.000163108,0,2,,0
58485944,有限责任公司（自然人独资�?0,1000,2018,1026,1026,0,0,9,0,0,0,0,0,0,0,1,0,0,1,,0
14335206,有限责任公司分公司（非自然人投资或控股的法人独资�?0,0,2017,,,0,,,0,0,,0,0,0,0,,0,0,0,,0
14898315,有限责任公司（自然人投资或控股）,100,2,2018,138,40,308,308,-8,-8,0,98,0,0,0,0,0.289855072,-0.000787012,0,1,0
56783551,有限责任公司（自然人独资�?0,500,2018,36.6385,36.6491,29.4751,29.4751,-0.010555,-0.010555,0.03276,-0.010555,0,0,0,0,1.000289342,-0.00000104,0,1,,0
46498252,有限责任公司（自然人独资�?0,100,2019,65,56,1170,1170,5.4,5.2,4.7,9,0,0,0,0,0.861538462,0.000511558,0,0,,0
14782854,有限责任公司分公�?0,0,2018,,,0,,,0,0,,0,0,0,0,,0,0,0,,0
50510718,有限责任公司（自然人独资�?0,200,2019,26.21,1.8,62.58,62.58,13.52,13.52,3.12,24.41,0,0,0,0,0.068676078,0.00133005,0,1,,0
43717720,有限责任公司（自然人独资�?11,100,2017,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,2,,0
52092299,有限责任公司（法人独资）,1000,0,2018,1000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
51962275,有限责任公司（自然人投资或控股）,10,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13444169,有限责任公司,1000,0,2019,252.05,44.77,217.51,217.51,0.66,0.56,1.6,207.28,1,0,0,0,0.177623487,0.0000551,1,1,0
14616809,有限责任公司（自然人投资或控股）,50,2,2017,29.03,8.17,18.86,18.86,-0.33,0,0.042,20.86,0,0,0,0,0.281432996,0,0,0,0
15002040,有限责任公司（自然人投资或控股）,2988,3,2020,1771.91,31.75,422.95,422.95,6.46,6.46,17.36,1740.16,0,0,0,0,0.017918517,0.000635512,0,0,0
14550143,有限责任公司（自然人独资�?4,1001,2018,12.62,12.76,6.0517,6.0517,-0.142,-0.142,0.7068,-0.142,0,0,0,0,1.01109353,-0.000014,0,1,,0
15069135,有限责任公司（自然人独资�?7,500,2019,52.6,0.97,35.56,34.19,0.85,0.67,0.35,51.63,0,0,0,0,0.018441066,0.0000659,0,0,,0
46050351,有限责任公司（自然人投资或控股）,30,2,2017,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,1,0
57977709,有限责任公司（自然人独资�?0,1000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
14578056,有限责任公司（自然人独资�?1,1000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
52353657,股份有限公司分公司（非上市）,0,0,2018,,,4201.12,,,173.37,24.35,,0,0,0,0,,0.01705553,0,1,0
71256675,有限责任公司（自然人独资�?1,5080,2020,17.29,20.24,4.42,4.42,-2.94,-2.94,0.14,-2.94,0,0,0,0,1.17061878,-0.000289227,0,1,,0
74808959,有限责任公司（自然人独资�?0,800,2020,52.45,52.72,44.63,44.63,-0.27,-0.27,0.01,-0.27,0,0,0,0,1.005147768,-0.0000266,0,1,,0
14719047,有限责任公司（自然人投资或控股）,50,7,2018,217.8,157.87,208.61,208.61,0.63,0.56,0.06,59.93,0,0,0,0,0.72483927,0.0000551,0,1,0
52947787,有限责任公司（自然人投资或控股）,1000,0,2020,13.23,13.4,12.9966,12.9966,-0.1738,-0.1738,0.01,-0.17,0,5,0,0,1.01284959,-0.0000171,5,3,0
74926847,有限责任公司（自然人投资或控股）,1000,0,2020,5.4627,6.3179,45.15,45.15,-0.8551,-0.8551,2,-0.8551,0,0,0,0,1.156552677,-0.0000841,0,1,0
14250334,有限责任公司（自然人独资�?3,10,2020,3.18,0,0.564357,0.564357,-0.0654,-0.0654,0.00014,3.18,0,0,0,0,0,-0.00000643,0,1,,0
52673943,有限责任公司（自然人独资�?0,1000,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
47382061,有限责任公司（自然人独资�?0,100,2019,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
63681556,有限责任公司（自然人独资�?0,100,2019,8.45388,8.7,13.6575,13.6575,-0.212725,-0.212725,0.00205,-0.246123,0,0,0,0,1.029113199,-0.0000209,0,3,,0
58485944,有限责任公司（自然人独资�?0,1000,2020,70,127,0,0,0,0,0.08,0,0,0,0,0,1.814285714,0,0,1,,0
55479073,有限责任公司（自然人投资或控股）,2068,0,2020,532,222,655,655,40.6,40,5,310,0,0,0,0,0.417293233,0.003935059,0,2,0
71277439,有限责任公司（自然人投资或控股）,1000,2,2020,3.51519,4.63077,6.19469,6.19469,-1.11558,-1.11558,0.00186,-1.11558,0,0,0,0,1.317359903,-0.000109747,0,1,0
13244341,有限责任公司（自然人独资�?1,50,2017,52.5,1.1,12.2,12.2,0.18,0.13,0.04,51.4,0,0,0,0,0.020952381,0.0000128,0,0,,0
61019534,有限责任公司（自然人投资或控股）,4000,0,2019,140.614,142.128,173.87,173.87,-1.5121,-1.5121,1.0672,-1.5121,0,0,0,0,1.010767118,-0.000148755,0,2,0
12775051,有限责任公司（自然人独资�?138,1500,2018,1577.89,4.08,15825.6,15825.6,98.42,73.81,640.71,1573.81,0,0,0,0,0.002585732,0.007261168,0,0,,0
54415744,有限责任公司（自然人投资或控股）,1000,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46496649,有限责任公司（自然人投资或控股）,100,0,2020,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
13338893,有限责任公司分公�?0,0,2019,,,18.89,,,-0.1,0.01,,0,0,0,0,,-0.00000984,0,4,,0
49920140,有限责任公司分公�?0,0,2018,,,0,,,0,0,,0,0,0,0,,0,0,1,,0
14772637,有限责任公司（自然人独资�?5,500,2019,69.0888,0.9594,57.0106,56.0995,0.911,0.5782,1.7067,68.1293,0,0,0,0,0.013886477,0.0000569,0,1,,0
65470518,有限责任公司（自然人投资或控股）,100,0,2019,9,5.3,24,24,4,3.7,0.3,3.7,0,0,0,0,0.58888891,0.000363993,0,0,0
15477687,有限责任公司（自然人投资或控股）,1000,4,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
76607489,有限责任公司（自然人独资�?0,1000,2020,10.0037,9.85626,9.90099,9.90099,0.155202,0.147442,0.00776,0.147442,0,0,0,0,0.985261458,0.0000145,0,0,,0
14432031,有限责任公司（自然人独资�?2,100,2019,0.66,3.06,15.66,15.66,1,1,0.03,-2.4,0,0,0,0,4.636363365,0.0000984,0,2,,0
66713516,有限责任公司（自然人投资或控股）,100,0,2020,41.9235,44.13,28.06,28.06,-2.21,-2.21,0,-2.2078,0,0,0,0,1.052631603,-0.000217412,0,1,0
48732483,有限责任公司（自然人独资�?0,800,2017,5.3,5.7,9.08,9.08,-0.39,-0.39,0,-0.39,0,0,0,0,1.075471623,-0.0000384,0,2,,0
46647889,有限责任公司,500,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47499762,有限责任公司（自然人独资�?3,1000,2018,167.53,166.52,140.88,140.88,1.14,1.14,7.36,1.01,0,0,0,0,0.993971262,0.000112149,0,1,,0
15355484,有限责任公司（自然人投资或控股）,100,12,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65623914,有限责任公司（自然人独资�?0,100,2019,18.3947,16.4957,21.36,21.36,1.9,1.9,0,1.899,0,0,0,0,0.896763831,0.000186915,0,0,,0
14264565,有限责任公司（自然人投资或控股）,38,5,2017,15.34,1.06,56.58,56.58,4.34,3.82,1.37,14.28,0,0,0,0,0.069100387,0.000375798,0,0,0
15469889,有限责任公司（自然人投资或控股）,1000,22,2018,240.53,111.97,499.95,499.95,28.17,23.17,23.41,128.56,0,0,0,0,0.465513665,0.002279383,0,0,0
60433277,有限责任公司分公司（自然人投资或控股�?0,0,2020,,,,0,,0.03,0,,0,0,0,0,,0.00000295,0,0,,0
13758797,有限责任公司分公�?0,0,2019,,,0,,,0,0,,0,0,0,0,,0,0,0,,0
15116828,有限责任公司（自然人独资�?11,500,2018,13.2249,12.7664,38.2942,38.2942,0.4585,0.4585,0.9171,0.4585,0,0,0,0,0.965330558,0.0000451,0,0,,0
58307344,有限责任公司（自然人独资�?0,1000,2019,10,0,10,10,10,1.2,1.2,10,0,0,0,0,0,0.000118052,0,0,,0
67789409,有限责任公司（自然人独资�?0,500,2020,1.1,0.44,1.1,1.1,-0.33,-0.33,0.1,-0.33,0,0,0,0,0.399999989,-0.0000325,0,1,,0
13474982,有限责任公司（自然人独资�?11,100,2017,447.82,448.09,272.84,272.84,-0.2,-0.2,0,-0.28,0,0,0,0,1.000602896,-0.0000197,0,2,,0
64734769,有限责任公司分公司（自然人独资）,0,0,2019,,,115,,,0.58,0.77,,0,0,0,0,,0.0000571,0,1,0
78300329,有限责任公司（自然人独资�?0,200,2020,1.69,0.7,9.41,9.41,2.99,2.99,0,0.99,0,0,0,0,0.414201162,0.000294146,0,0,,0
15035770,有限责任公司（自然人独资�?3,1000,2020,95.4035,2.57185,0,0,0,0,0,92.8317,0,0,0,0,0.026957606,0,0,1,,0
68366523,有限责任公司（自然人独资�?0,800,2019,28.7,29.8,27.7,27.7,-1.2,-1.2,0.9,-1.2,0,0,0,0,1.038327472,-0.000118052,0,1,,0
61868673,有限责任公司（自然人投资或控股）,100,0,2018,4,5,1221,1221,-1,-1,0.36,-1,0,0,0,0,1.25,-0.0000984,0,1,0
15268140,有限责任公司分公�?0,0,2017,,,3910.76,,,1450.28,243.54,,0,0,0,0,,0.142673443,0,0,,0
51216858,有限责任公司（自然人独资�?0,1000,2020,44.03,22.02,317.49,317.49,15.62,14.84,3.8,22.01,0,0,0,0,0.500113583,0.001459907,0,0,,0
58417456,有限责任公司（自然人独资�?0,500,2019,46,54,89,89,-8,-8,3,-8,0,0,0,0,1.173913043,-0.000787012,0,2,,0
43720001,有限责任公司（自然人投资或控股）,100,5,2017,100,0,275,275,0,0,10,100,0,0,0,0,0,0,0,0,0
48431532,有限责任公司（自然人独资�?0,500,2020,328,280,1015,1015,-11,-11,1.5,48,0,0,0,0,0.853658537,-0.001082141,0,1,,0
70437707,有限责任公司（自然人独资�?1,1000,2020,3.08,3.35,2.98,2.98,-0.27,0.27,0,-0.27,0,0,0,0,1.087662334,0.0000266,0,0,,0
13261995,有限责任公司（自然人投资或控股）,300,2,2017,717.17,637.05,923.71,923.71,63.64,47.73,42.2,80.12,0,0,0,0,0.888283117,0.004695509,0,0,0
13480257,有限责任公司（自然人投资或控股）,200,10,2019,147.06,26.59,9.43,9.43,-14.45,-14.45,0,120.47,0,0,0,0,0.180810558,-0.00142154,0,3,0
51455465,有限责任公司（自然人投资或控股）,1600,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65563916,有限责任公司（自然人独资�?0,500,2019,4,8.58,2.91,2.91,-4.57,-4.57,0.87,-4.58,0,0,0,0,2.144999981,-0.000449581,0,1,,0
13652565,有限责任公司（自然人投资或控股）,1000,4,2017,182.23,184.8,147.3,147.3,-1.19,-1.19,20.45,-2.53,0,0,0,0,1.014103097,-0.000117068,0,3,0
15120461,有限责任公司（自然人投资或控股）,100,5,2020,13.92,0,67.93,67.92,-3.69,-3.69,2,13.92,0,0,0,0,0,-0.000363009,0,3,0
55521033,有限责任公司（自然人投资或控股）,1000,0,2020,27.3,27.38,27.03,27.03,-0.075,-0.075,0.0041,-0.075,0,0,0,0,1.0029304,-0.00000738,0,1,0
14739318,有限责任公司（自然人投资或控股）,1000,10,2017,639.37,-1.47,0,0,-4.16,-4.16,0.4,640.84,0,29,0,0,-0.002299138,-0.000409246,29,2,0
48732516,有限责任公司（自然人独资�?0,500,2017,32.7271,34.6854,10.7463,10.6643,-1.95834,-1.95834,0.036568,-1.95834,0,0,0,0,1.05983719,-0.000192655,0,2,,0
13329118,有限责任公司（自然人独资�?7,1000,2018,975.7,822.4,1318.5,1318.5,100.5,74.5,13.3869,153.2,1,0,26,0,0.842882048,0.007329048,27,1,,0
68705683,有限责任公司（自然人独资�?0,100,2020,131.9,136.07,0,0,-4.48,-4.5,0.02,-4.17,0,0,0,0,1.031614963,-0.000442694,0,1,,0
73758669,有限责任公司（自然人投资或控股）,1000,0,2020,222.47,212.91,215.98,215.98,9.75,9.75,15.4537,9.56,0,0,0,0,0.957027925,0.000959171,0,0,0
68012917,有限责任公司（自然人投资或控股）,1000,0,2019,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
46370978,有限责任公司（自然人投资或控股）,100,0,2020,0.275509,33.4643,0,0,-289425,-289425,0,-32.8616,0,22,0,0,121.4635394,-28.47261242,22,2,0
